"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"B1"	"B2"	"B3"	"B4"	"B5"	"B6"	"B7"	"B8"	"B9"	"B10"	"B11"	"B12"	"B13"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"	"D1"	"D2"	"D3"	"D4"	"D5"	"D6"	"D7"	"D8"	"D9"	"D10"	"E1"	"E2"	"E3"	"E4"	"E5"	"E6"	"E7"	"E8"	"E9"	"E10"	"F1"	"F2"	"F3"	"F4"	"F5"	"F6"	"F7"	"F8"	"F9"	"F10"	"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"	"H1"	"H2"	"H3"	"H4"	"H5"	"H6"	"H7"	"H8"	"H9"	"H10"	"I1"	"I2"	"I3"	"I4"	"I5"	"I6"	"I7"	"I8"	"I9"	"I10"	"J1"	"J2"	"J3"	"J4"	"J5"	"J6"	"J7"	"J8"	"J9"	"J10"	"K1"	"K2"	"K3"	"K4"	"K5"	"K6"	"K7"	"K8"	"K9"	"K10"	"L1"	"L2"	"L3"	"L4"	"L5"	"L6"	"L7"	"L8"	"L9"	"L10"	"M1"	"M2"	"M3"	"M4"	"M5"	"M6"	"M7"	"M8"	"M9"	"M10"	"N1"	"N2"	"N3"	"N4"	"N5"	"N6"	"N7"	"N8"	"N9"	"N10"	"O1"	"O2"	"O3"	"O4"	"O5"	"O6"	"O7"	"O8"	"O9"	"O10"	"P1"	"P2"	"P3"	"P4"	"P5"	"P6"	"P7"	"P8"	"P9"	"P10"	"age"	"gender"	"accuracy"	"country"	"source"	"elapsed"
4	4	5	4	5	3	4	5	2	4	4	4	5	5	5	4	5	5	4	2	4	1	2	2	4	4	4	5	2	2	2	2	2	4	4	2	4	5	4	2	1	4	4	1	1	4	1	4	1	1	5	2	2	2	4	1	5	2	1	3	5	2	4	2	1	1	4	1	4	4	1	5	5	5	4	5	2	4	4	2	1	1	1	2	4	2	2	4	1	4	4	4	4	5	5	5	5	5	3	4	4	1	1	2	5	5	4	5	4	2	2	1	1	4	2	4	2	4	5	2	2	4	4	5	4	5	4	3	1	2	1	2	2	5	5	5	5	5	5	5	2	1	1	4	5	5	5	5	1	1	1	1	2	2	2	2	4	3	2	4	4	5	5	19	1	95	US	6	621
4	3	4	3	3	3	4	3	3	3	4	4	4	5	5	3	3	3	2	3	2	2	4	2	4	2	2	2	4	3	2	4	3	3	3	4	4	2	4	3	3	4	3	1	2	3	1	3	3	3	5	3	4	3	3	1	3	3	4	4	3	4	3	2	1	2	2	2	5	5	2	5	4	4	4	5	5	4	4	2	2	4	2	4	4	3	3	4	3	3	3	3	3	3	5	4	4	3	3	3	3	2	2	3	3	4	3	3	3	3	3	4	2	3	3	5	4	4	3	5	2	3	3	3	4	5	3	5	1	2	2	1	3	4	5	5	4	5	3	5	2	3	1	3	2	4	3	3	1	2	3	2	4	4	4	4	4	4	5	3	2	1	3	53	2	90	US	6	890
5	5	5	5	0	5	5	1	1	2	5	2	5	4	4	4	4	4	3	3	2	2	2	2	3	3	3	2	3	4	3	3	4	3	5	4	4	4	4	2	2	2	3	3	4	5	3	4	3	1	2	1	3	2	4	2	3	4	3	3	4	3	3	5	4	5	4	4	3	1	1	4	2	5	4	3	2	5	5	1	2	2	1	2	3	2	2	3	1	3	4	4	3	3	4	4	4	3	2	3	2	2	2	2	2	1	3	2	4	4	3	3	4	4	2	3	5	3	4	4	3	3	2	4	4	5	3	4	3	1	3	3	2	2	2	4	2	4	3	4	4	4	5	2	2	3	3	2	2	2	5	5	5	2	1	2	2	2	2	2	4	4	4	22	2	90	US	1	975
4	4	4	5	5	4	4	2	1	2	4	4	3	4	4	4	3	4	2	3	2	2	4	3	5	4	4	1	4	2	1	1	2	3	4	4	3	3	3	4	2	4	3	2	4	5	3	4	2	1	2	1	2	2	2	2	4	4	2	4	4	2	3	4	4	3	3	4	2	3	2	2	4	4	5	3	4	5	5	1	4	1	2	2	2	1	2	3	1	4	3	4	3	4	4	4	5	3	3	3	2	4	2	2	2	3	3	3	4	4	2	3	4	3	2	3	4	2	2	2	2	4	2	0	3	4	2	4	2	2	2	2	2	1	2	4	2	4	4	4	4	5	2	4	2	3	2	3	4	4	3	4	4	2	2	3	1	2	2	4	4	2	4	18	2	80	US	2	632
5	4	5	5	5	4	5	5	1	2	4	2	4	4	1	4	4	4	5	5	3	2	3	3	3	4	2	1	5	4	3	3	4	3	3	4	1	3	3	4	4	3	3	2	2	5	2	5	3	1	4	1	1	4	4	1	3	2	3	4	5	3	3	3	1	4	4	4	4	4	4	5	2	1	3	1	3	4	2	5	4	5	2	4	4	5	1	4	4	3	4	4	3	4	4	3	3	2	3	4	1	3	4	4	4	2	4	4	4	1	3	1	3	4	4	4	5	5	5	2	1	2	3	3	5	4	4	4	3	1	4	4	4	2	2	4	2	1	2	4	5	4	4	4	1	2	2	3	4	5	5	4	5	4	4	4	3	4	4	3	2	4	4	15	2	96	US	1	612
1	5	5	5	5	5	4	1	1	1	5	5	5	5	5	4	3	4	2	1	1	2	2	5	5	5	3	5	1	1	1	1	1	4	3	5	4	3	3	2	1	3	2	3	3	4	4	1	4	2	2	1	3	2	4	5	4	4	1	1	1	2	3	5	3	3	4	4	2	1	1	2	2	5	5	4	1	3	5	1	1	1	1	1	1	1	1	5	1	4	5	5	3	3	4	3	5	5	4	4	2	1	2	2	4	2	1	2	3	4	4	5	4	1	1	1	1	1	1	2	5	5	5	5	5	5	5	5	1	1	5	1	1	3	3	4	3	5	4	5	4	5	3	4	2	3	4	3	4	5	4	4	4	1	1	2	2	3	3	2	5	5	3	24	1	95	NG	6	1428
4	4	4	4	4	3	4	2	1	2	4	3	4	4	3	2	3	4	4	3	3	1	2	3	3	3	2	2	2	2	3	2	2	3	2	2	2	3	3	3	2	3	2	3	2	5	3	4	2	1	3	2	3	4	4	5	4	4	1	3	4	1	2	4	3	4	3	3	3	2	3	3	2	4	4	4	2	4	4	1	2	1	2	3	3	4	2	2	2	3	4	4	3	4	4	3	4	2	3	3	3	2	2	3	3	3	3	2	3	2	4	2	4	4	2	3	4	4	4	4	1	2	2	5	3	4	3	4	3	2	2	2	2	1	2	4	3	2	3	4	4	4	5	4	2	4	3	4	2	2	4	4	4	3	2	3	3	2	3	3	2	4	3	18	2	90	US	1	520
5	4	4	4	4	5	4	2	2	2	3	1	5	4	4	4	4	5	4	4	4	2	2	2	4	4	4	2	4	3	4	1	4	3	3	4	2	3	4	3	2	1	5	1	3	4	4	4	4	2	2	2	2	1	3	5	3	5	3	2	4	3	3	4	4	1	4	3	2	3	4	4	4	2	4	3	2	1	4	2	2	2	4	2	4	3	4	4	3	2	3	2	2	5	3	4	2	4	1	3	4	2	3	4	3	4	4	5	4	4	4	3	4	4	2	3	4	4	4	4	2	4	2	4	5	5	3	4	3	2	2	2	2	4	4	4	5	4	5	5	3	5	4	4	2	4	5	4	1	2	3	2	2	4	4	2	2	4	4	2	2	4	4	18	1	98	US	6	2919
5	5	4	5	5	5	5	1	1	1	5	5	0	5	5	1	2	5	5	1	1	1	1	5	5	5	5	5	1	5	1	1	1	5	3	1	5	4	1	5	2	5	1	1	1	5	1	1	1	1	5	1	5	5	5	5	5	5	1	1	1	1	1	5	5	1	5	5	1	1	4	1	4	5	5	5	1	1	5	1	5	1	1	1	1	1	1	1	1	5	5	5	5	1	1	1	1	5	1	1	5	5	5	5	5	1	5	5	4	2	1	1	5	1	1	1	1	5	1	1	1	5	5	5	5	5	5	5	1	1	1	1	1	1	1	5	1	5	1	5	5	5	1	5	5	5	5	5	1	1	1	1	1	1	1	1	1	1	1	1	5	5	5	45	2	100	US	2	689
4	4	4	4	0	4	4	2	2	2	4	4	5	4	5	4	4	4	4	2	2	1	3	3	3	2	3	2	4	4	4	4	4	4	5	4	4	5	3	2	1	3	4	2	2	5	2	4	3	1	3	3	2	2	3	5	3	4	3	4	3	3	3	2	3	4	3	3	4	2	1	2	2	5	5	4	2	4	2	3	1	2	2	4	3	3	2	3	3	4	4	3	2	4	5	2	4	4	4	4	2	1	2	3	2	2	4	3	4	4	3	5	4	4	4	5	4	4	5	4	2	2	3	4	5	4	4	4	2	2	2	2	3	2	4	4	3	4	2	4	4	4	3	4	3	2	4	4	3	3	3	3	4	3	3	4	2	4	3	3	2	3	3	21	1	75	US	6	1229
1	1	1	1	2	2	5	5	5	5	5	4	5	5	4	4	5	4	1	1	4	1	2	1	2	4	1	4	1	4	4	2	1	5	2	5	5	4	4	2	1	3	4	1	1	2	1	1	1	4	5	1	1	4	4	1	4	2	1	1	5	1	4	1	1	1	1	1	5	5	5	5	4	2	2	2	2	4	1	5	2	5	1	5	5	5	5	5	5	2	1	1	1	4	2	1	2	4	1	5	4	1	1	5	5	5	2	1	1	1	1	5	2	2	2	2	3	5	4	5	2	4	3	2	2	4	5	2	1	2	4	2	2	4	4	4	4	4	4	5	1	2	1	4	4	4	4	5	2	2	2	2	2	2	2	4	4	3	3	2	4	2	5	34	1	95	US	6	1207
4	4	4	4	4	4	4	3	2	2	3	2	3	4	3	2	4	4	4	4	3	2	2	2	4	3	4	4	2	2	2	1	2	2	2	2	2	4	2	3	3	4	2	2	3	3	4	4	3	2	3	2	2	3	4	1	4	2	2	2	2	2	2	4	2	4	4	4	2	2	3	3	4	5	5	4	2	4	4	2	3	2	2	4	2	2	2	3	1	2	4	4	4	2	4	4	5	4	2	4	3	2	2	4	3	3	4	4	2	2	1	2	3	4	2	2	4	3	4	2	2	3	4	4	3	4	3	3	3	2	3	1	2	1	3	3	4	4	4	4	4	5	3	2	3	3	3	4	4	4	4	4	2	2	2	2	2	2	2	3	4	4	4	22	2	80	US	2	464
4	4	4	4	4	4	5	2	2	2	5	4	5	4	4	4	4	4	2	4	2	2	4	2	4	4	4	2	4	4	2	2	2	2	2	4	4	2	4	4	2	4	2	2	2	4	2	4	2	2	4	2	2	2	4	2	4	5	2	2	4	2	4	4	4	4	4	4	0	2	2	2	4	2	2	2	4	4	4	2	2	2	2	2	4	4	2	4	2	4	4	4	4	4	5	4	4	4	4	4	4	2	2	2	2	2	2	2	4	4	4	4	4	4	2	2	4	4	4	4	2	2	4	2	4	4	4	2	2	2	2	2	2	4	4	2	2	2	4	4	4	4	4	4	2	2	2	2	4	2	4	4	4	2	4	2	2	2	4	4	4	4	4	20	2	70	US	2	560
4	4	4	4	4	4	5	4	3	3	3	3	4	4	4	3	4	4	3	2	3	2	2	4	5	3	4	5	1	2	1	2	2	3	3	4	4	4	4	3	2	3	2	3	3	4	3	5	4	2	3	2	2	3	4	5	5	5	1	3	4	1	4	4	4	4	4	4	2	4	3	3	2	4	4	3	1	2	2	2	4	3	3	2	2	4	2	3	2	4	4	4	4	4	4	3	3	3	2	4	2	3	3	2	2	3	4	3	4	3	2	4	4	3	2	2	3	3	2	2	3	4	4	4	4	4	3	4	3	3	3	2	3	2	3	3	4	3	3	4	3	5	3	3	3	3	3	3	4	3	3	5	2	1	2	3	2	2	2	4	4	4	4	24	1	89	US	1	1498
5	4	4	5	4	4	4	2	1	2	2	4	2	4	4	4	2	4	4	2	3	1	2	4	4	5	5	5	2	2	2	1	2	3	4	2	4	4	4	2	2	2	3	2	4	4	4	4	3	4	2	2	1	2	4	4	5	5	1	2	3	2	4	4	4	4	4	4	2	2	1	4	2	5	4	4	1	2	4	1	2	1	4	1	1	2	1	4	1	4	4	5	4	4	4	5	5	4	2	3	1	4	4	1	2	3	1	2	4	4	2	3	4	4	1	4	4	2	3	2	4	4	3	4	5	4	4	3	1	2	1	1	1	2	4	5	2	4	4	4	5	4	3	2	2	3	2	3	4	4	2	3	2	1	1	3	1	2	3	4	4	5	4	14	2	95	US	1	760
4	4	4	4	5	5	4	4	2	3	4	1	5	5	4	4	4	3	1	3	1	3	1	3	1	4	3	5	4	3	4	1	1	4	5	2	5	4	5	1	1	1	4	1	2	4	2	4	1	1	1	1	4	1	1	2	1	3	5	5	5	5	5	5	5	5	5	5	1	1	2	2	1	5	5	5	1	4	1	5	2	1	2	2	3	3	4	5	1	1	2	3	4	5	5	5	5	5	4	4	1	2	2	4	4	4	1	3	4	4	5	3	5	1	1	1	3	4	3	1	2	4	4	5	5	5	4	5	1	1	1	1	1	2	4	4	4	5	5	5	4	5	1	5	5	1	5	3	1	2	2	1	1	2	1	2	4	1	4	4	4	3	5	24	1	90	CA	2	867
5	5	5	5	3	3	5	3	1	1	5	5	5	5	5	4	3	3	3	1	1	1	2	2	5	4	4	2	3	4	1	1	2	5	5	3	3	5	4	1	2	1	2	3	3	5	2	4	2	1	3	1	2	4	5	2	5	3	1	1	1	1	1	4	2	4	4	4	4	3	2	4	2	4	3	4	2	1	5	4	2	1	2	2	3	2	2	3	1	4	4	4	4	2	4	3	4	3	3	2	4	2	2	1	2	1	2	2	5	5	4	5	5	3	4	4	5	3	5	4	2	2	3	4	4	5	4	3	2	1	2	1	1	2	4	5	4	3	4	0	4	3	2	5	2	4	5	4	3	1	4	4	5	4	3	2	3	2	3	2	2	4	3	34	2	100	US	1	604
4	4	4	4	4	4	4	2	2	2	4	4	4	4	4	3	2	4	3	2	4	2	2	2	4	4	4	4	2	3	1	2	2	4	4	4	3	4	4	3	2	3	2	2	2	4	4	4	2	2	4	2	4	4	4	1	4	4	2	2	2	2	2	4	3	3	4	4	2	2	4	4	3	4	4	4	2	3	4	2	2	3	4	2	4	2	3	4	2	3	3	3	4	4	2	3	2	2	2	3	4	4	4	4	2	4	2	4	3	4	2	4	4	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4	2	2	4	2	2	2	4	4	4	4	4	4	4	4	2	4	4	4	3	4	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	33	1	95	IN	2	627
5	5	5	4	5	4	4	3	2	3	4	4	5	5	4	4	4	5	4	2	3	1	1	3	3	3	4	5	3	3	2	2	4	2	4	2	2	3	4	2	2	3	3	2	2	4	2	4	2	2	4	2	3	4	4	1	4	5	2	4	5	2	3	4	0	2	4	3	1	2	4	3	4	4	3	3	2	2	2	3	4	2	1	1	4	4	2	4	1	4	4	4	4	4	3	4	3	2	3	2	2	2	2	4	1	4	4	4	2	2	1	2	2	5	2	2	4	5	3	4	1	3	2	3	4	5	3	3	2	1	2	3	3	2	4	4	4	3	0	4	4	5	3	3	2	4	3	4	4	2	4	4	4	4	1	2	3	3	2	2	5	5	3	22	1	80	US	2	570
1	4	3	1	3	3	1	5	5	5	5	5	5	5	5	5	2	4	1	2	2	1	1	1	4	3	5	3	4	5	2	5	2	3	4	5	5	4	4	5	4	5	4	2	2	4	2	4	3	2	4	2	4	4	4	1	2	5	4	3	2	4	5	2	1	3	1	1	5	5	5	5	5	5	5	5	1	2	4	4	2	1	4	2	5	5	5	4	4	4	2	2	4	5	5	5	5	5	4	5	1	1	1	4	5	5	5	5	2	1	1	1	4	5	4	2	4	5	1	2	1	3	5	2	5	5	1	1	1	1	1	1	2	5	5	5	5	5	5	5	2	3	2	5	1	4	5	5	4	3	4	5	5	4	4	5	5	3	4	5	3	3	4	15	1	96	US	1	723
4	3	4	2	3	4	4	4	4	1	3	3	4	5	4	2	4	4	1	2	1	4	2	1	4	4	4	4	2	2	1	2	2	4	4	4	4	4	5	4	3	1	2	2	1	2	1	3	3	2	4	2	4	3	4	1	2	1	3	1	2	5	4	4	2	2	2	3	2	3	4	4	4	1	2	1	1	2	4	2	5	2	2	1	2	3	2	4	2	4	5	4	4	3	0	1	2	3	3	4	2	1	3	4	3	4	4	4	4	4	3	3	4	2	1	2	3	4	4	2	5	4	4	4	4	5	4	3	5	4	2	4	4	2	4	4	4	4	4	5	3	4	2	2	2	5	4	4	4	3	2	2	2	2	2	1	2	3	2	1	4	5	4	34	1	100	US	1	920
5	5	5	5	5	5	5	2	1	1	5	5	5	5	5	5	2	4	3	1	5	1	1	3	5	4	3	3	3	4	1	1	1	5	5	4	3	5	4	1	1	1	1	3	3	5	2	5	2	1	2	1	2	4	5	2	4	3	1	2	1	2	3	5	2	5	5	5	2	2	1	4	2	4	4	4	1	1	4	4	2	1	2	2	3	3	2	4	2	4	4	4	4	3	3	2	3	3	3	2	4	3	3	1	1	1	2	1	5	5	4	5	5	2	2	3	5	4	5	4	2	2	5	3	4	4	5	3	2	1	1	2	1	4	4	5	5	3	4	5	4	3	1	5	2	5	5	4	2	2	5	3	4	3	3	2	3	2	4	3	2	4	4	34	2	100	US	1	2479
5	5	5	5	5	4	5	1	1	2	4	4	5	4	4	3	4	2	3	4	4	2	1	3	3	4	2	3	4	3	3	3	3	4	4	4	4	5	3	1	3	2	4	4	5	4	4	4	4	2	1	5	3	4	4	5	4	3	2	3	2	2	2	5	5	5	5	4	1	1	1	2	1	5	5	5	3	4	3	3	5	3	2	3	3	2	1	2	1	4	4	5	4	4	4	4	3	4	3	4	4	3	4	4	1	1	4	3	2	1	2	2	3	3	3	4	4	3	2	2	3	2	2	5	3	4	3	4	2	3	3	2	1	1	4	3	3	2	3	4	4	5	4	4	3	4	3	3	2	3	3	3	4	2	1	4	3	2	3	3	3	3	5	17	1	100	CA	1	532
5	5	5	4	5	5	5	4	2	4	0	1	5	5	3	2	4	5	4	2	1	2	5	3	5	2	3	4	3	2	1	0	5	5	5	5	4	5	4	1	1	2	1	5	2	2	1	4	5	4	1	2	4	5	5	5	5	2	2	2	2	4	3	3	5	5	5	5	1	4	1	3	2	4	4	4	2	5	3	3	1	2	4	2	3	5	5	1	2	1	1	3	3	5	5	5	1	5	3	4	1	2	4	4	1	1	2	2	2	1	4	4	1	5	2	2	4	3	5	4	3	3	5	4	5	5	4	4	2	4	2	1	4	3	4	5	2	1	4	5	1	4	2	1	5	3	4	5	4	4	2	1	1	2	1	2	2	4	2	1	5	5	5	28	2	90	US	1	1932
2	2	3	2	2	2	2	4	2	3	2	4	5	5	5	2	5	4	3	5	3	1	1	1	3	2	1	1	5	4	4	4	3	1	1	2	2	1	2	5	4	5	4	1	1	4	1	4	1	1	5	3	2	3	5	1	4	2	1	2	5	1	1	1	1	1	1	1	5	5	4	5	5	5	5	5	3	4	4	1	1	1	1	5	3	5	4	4	1	2	2	2	3	4	5	4	5	2	3	1	4	1	1	4	4	5	3	5	2	3	2	2	2	5	5	5	5	5	4	3	1	1	2	5	2	5	2	2	1	1	2	1	2	4	5	5	4	3	3	5	4	1	1	5	3	4	4	4	1	2	4	5	2	5	4	4	4	4	4	4	1	2	2	27	2	90	US	1	1133
5	4	5	5	5	5	5	1	1	1	4	4	5	5	5	2	4	5	4	4	1	2	1	1	5	4	4	5	1	1	1	2	2	5	5	4	5	5	1	2	1	2	0	4	4	4	4	5	2	2	1	2	2	5	5	5	5	5	1	1	1	1	4	5	4	5	5	5	1	2	5	1	3	4	5	2	2	5	5	1	1	2	1	1	2	5	2	4	2	4	5	4	4	4	2	5	2	4	4	4	5	2	2	1	1	1	3	2	5	5	4	0	5	4	2	2	2	2	4	3	1	5	5	4	4	5	4	1	1	1	2	2	1	1	4	2	3	4	3	5	5	5	2	5	4	4	5	3	4	4	4	4	3	1	1	1	3	1	2	2	5	5	0	24	2	99	US	1	717
4	5	5	5	4	4	5	2	1	1	2	4	4	5	5	4	4	4	5	2	4	2	5	4	4	5	5	4	2	2	2	2	2	5	5	4	1	5	5	1	1	1	1	1	1	5	1	4	1	1	5	1	2	1	1	1	1	1	5	5	5	5	5	2	1	1	2	1	5	5	5	5	5	5	1	4	1	4	5	5	5	1	1	4	4	5	1	4	3	4	5	3	2	5	4	5	5	5	2	4	1	2	2	5	5	5	5	5	1	1	1	1	1	1	1	2	2	4	5	1	3	1	4	5	5	5	4	5	1	2	5	1	3	5	5	5	5	5	5	5	1	5	4	1	5	4	4	4	5	5	4	3	2	2	2	4	2	1	2	4	4	4	4	54	1	100	US	6	678
5	5	5	5	5	5	5	2	1	1	5	5	5	5	5	5	2	4	2	1	1	1	1	3	5	4	2	2	3	3	1	1	2	5	5	4	4	5	4	1	2	2	1	3	3	5	2	5	2	1	3	2	2	4	4	2	4	3	2	2	2	2	3	4	3	5	4	4	2	2	1	4	1	4	4	4	1	1	4	3	2	1	2	4	3	2	2	4	2	4	4	3	3	3	3	2	3	3	3	2	4	3	2	1	1	1	2	1	5	4	4	4	5	2	3	2	4	2	5	5	2	2	4	3	4	4	5	3	2	2	2	3	1	4	4	5	4	3	4	4	4	4	2	5	4	4	5	5	2	2	4	3	4	4	3	3	4	2	4	3	2	4	4	34	2	100	US	6	572
5	4	5	5	5	4	4	3	1	1	3	3	4	5	2	4	4	4	1	2	1	1	2	2	5	3	3	2	4	2	1	1	2	5	4	5	4	5	4	1	2	1	1	4	5	4	5	5	3	1	1	1	1	2	4	5	2	4	4	2	2	3	1	5	5	5	4	5	1	1	1	1	2	3	5	2	1	2	3	2	4	1	1	2	4	3	1	2	2	5	5	5	2	3	5	5	5	5	1	4	1	1	1	1	1	2	1	2	4	4	1	5	4	2	2	4	3	2	1	3	3	1	5	4	3	5	5	2	3	1	3	1	1	1	3	4	2	3	2	4	5	3	3	4	3	4	1	3	2	1	1	1	2	2	1	2	2	2	5	1	3	3	5	16	2	99	US	2	1189
4	4	3	4	3	4	4	3	2	2	4	4	5	5	4	4	4	4	2	2	2	2	2	2	2	2	2	2	5	2	2	2	3	3	4	4	4	4	4	2	2	4	1	2	2	4	2	4	1	2	3	2	4	4	4	4	4	5	2	2	2	2	2	5	2	4	2	3	2	2	2	4	4	4	4	4	2	4	2	4	4	2	2	4	3	3	1	2	2	4	4	4	4	2	4	2	2	3	2	2	4	4	2	4	4	4	4	4	2	2	4	1	2	4	2	3	5	4	4	3	2	2	3	4	3	4	4	3	2	2	2	2	3	4	2	4	3	4	4	2	4	5	5	4	4	5	3	4	2	2	2	1	2	4	4	4	4	2	4	4	2	2	4	42	1	90	IN	6	760
4	4	4	3	4	4	2	3	2	3	3	3	4	4	3	3	4	4	2	2	3	3	2	3	3	4	4	4	2	2	2	2	2	4	4	4	3	4	4	2	4	2	3	2	3	3	2	4	3	3	3	3	2	3	4	3	4	4	4	3	3	3	4	4	2	4	3	4	2	2	3	3	2	4	4	2	2	3	4	2	2	3	2	2	4	3	2	3	2	3	3	4	4	3	3	3	4	2	2	4	4	3	3	3	2	2	3	4	3	3	3	3	4	4	2	3	4	3	2	2	4	2	4	4	4	4	3	3	3	3	2	2	4	2	4	4	3	2	4	4	4	4	2	3	4	4	3	4	4	2	2	2	2	2	2	2	2	4	3	3	4	0	4	23	2	100	MX	1	1745
5	5	4	5	4	4	4	2	2	2	4	4	2	4	4	2	3	4	4	4	3	1	2	2	3	5	4	3	4	5	2	3	1	3	3	4	1	4	3	4	2	4	3	5	5	4	4	5	4	1	1	1	4	3	4	4	4	4	2	2	2	2	2	4	5	5	5	4	2	2	1	2	2	4	5	4	4	5	5	1	2	1	2	2	2	2	2	2	1	4	5	4	4	4	5	5	5	2	3	5	3	1	1	3	2	2	4	2	4	4	2	4	4	4	2	2	4	2	3	4	2	2	2	5	4	4	4	4	2	2	3	1	2	1	2	4	3	3	4	4	5	4	5	4	3	3	3	3	4	4	4	4	4	4	4	2	4	3	3	2	3	5	4	40	2	70	CA	6	471
4	4	5	4	4	4	4	2	2	3	3	1	4	4	4	4	4	5	4	4	3	4	5	2	5	4	4	2	4	4	4	4	4	3	2	4	4	4	4	4	2	2	2	1	1	3	2	4	2	4	5	5	2	4	4	4	4	4	1	1	4	1	2	4	1	4	4	4	1	2	2	4	3	2	4	2	2	4	5	2	1	2	2	3	4	4	2	4	2	3	4	4	4	4	4	4	5	4	2	2	4	2	2	1	2	1	4	2	4	5	3	4	4	5	2	4	4	5	2	2	2	2	2	4	4	4	2	4	4	2	4	2	2	3	4	4	4	4	4	4	4	5	2	4	4	4	2	5	1	4	2	4	2	2	2	2	3	1	3	2	2	4	4	20	2	100	US	6	613
4	5	5	4	4	4	4	2	2	2	4	4	5	4	4	4	4	4	2	2	2	2	1	2	4	4	2	2	4	4	0	2	4	4	4	2	2	4	2	4	2	2	2	2	2	4	2	4	2	2	4	2	2	4	4	1	4	2	2	4	4	2	4	4	2	4	4	4	2	1	2	4	4	4	4	5	4	4	1	2	1	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4	2	4	2	4	2	4	2	2	2	2	2	2	4	4	4	4	4	4	4	4	5	4	2	4	2	2	2	4	4	5	4	2	2	2	2	1	2	2	2	4	4	4	4	4	4	4	4	2	2	2	4	2	4	2	2	2	4	4	2	4	2	2	4	2	2	4	2	29	2	80	SG	1	497
3	4	4	1	4	4	3	4	1	4	4	2	4	4	5	2	5	4	4	2	3	4	4	4	4	4	5	4	4	1	1	3	1	5	3	3	4	5	4	3	4	2	4	2	1	3	2	4	2	2	5	2	3	4	4	5	4	3	2	3	2	2	4	4	2	4	4	4	2	4	4	5	4	5	4	5	4	3	5	1	3	2	3	2	2	2	2	4	4	2	3	4	5	4	2	5	4	4	4	4	4	4	3	4	5	4	4	4	3	3	3	2	2	4	2	1	3	1	3	4	4	4	3	5	5	5	4	4	4	4	2	4	4	4	4	5	5	5	5	5	4	4	1	5	5	5	5	4	2	3	1	1	3	1	3	2	2	3	3	2	4	5	4	25	1	90	PH	2	812
4	4	5	4	4	4	5	3	2	5	3	3	3	4	4	4	3	4	3	2	2	1	1	2	4	5	2	4	3	3	2	2	2	4	3	5	4	5	4	3	2	3	1	3	3	4	3	4	3	2	3	2	1	3	5	1	5	2	1	4	3	1	3	4	4	3	4	4	2	2	2	2	3	4	4	5	1	5	4	1	1	1	2	1	2	2	2	2	2	4	4	5	5	3	3	0	3	0	3	3	3	4	4	2	1	3	2	2	4	4	4	5	3	2	1	2	3	2	2	3	2	3	2	5	3	4	3	2	3	2	2	2	2	2	2	3	3	3	3	3	4	4	1	5	5	5	5	5	2	2	1	1	1	2	2	2	2	2	2	2	3	5	4	49	2	100	GB	2	500
4	3	4	4	4	4	4	2	2	2	3	3	4	4	4	4	2	4	2	3	1	1	2	3	4	4	2	2	2	2	2	3	2	4	3	5	4	4	3	2	2	3	1	3	3	4	3	4	1	2	2	2	1	3	4	1	4	1	2	3	4	0	3	4	4	2	4	5	2	2	2	2	2	4	4	3	1	5	5	1	2	1	2	1	2	2	2	2	1	4	4	4	4	4	4	2	4	3	1	2	4	2	2	2	2	2	2	2	4	4	4	4	4	4	1	3	4	4	2	4	2	3	4	4	3	4	3	2	2	3	3	2	2	2	3	4	2	2	2	3	3	4	3	5	5	5	5	4	3	1	1	5	1	4	4	3	4	4	3	4	1	4	3	49	2	100	GB	2	475
5	5	5	5	5	5	4	2	1	4	5	4	4	5	2	3	4	4	1	2	3	1	1	3	5	4	4	4	2	2	2	1	2	4	4	4	3	4	3	2	2	2	2	5	5	5	5	5	5	1	1	1	1	2	3	1	3	3	2	3	5	2	5	5	5	5	5	5	1	1	1	1	2	4	5	4	1	5	2	3	1	1	2	2	4	4	2	4	2	4	4	4	4	0	5	4	5	4	4	5	2	1	2	2	1	1	2	2	4	4	3	5	5	3	2	2	4	2	5	4	3	4	5	5	4	5	5	2	1	2	1	2	2	2	4	4	2	3	2	4	5	5	1	4	5	4	4	4	4	4	4	2	2	2	2	5	2	3	2	4	4	4	4	28	1	90	SE	2	4063
